district_id,year,week_of_year,week_start,mean_temp,mean_humidity,total_rainfall,source
20,2009,27,2009-06-29,32.03,88.4,147.7,synthetic
20,2009,28,2009-07-06,30.65,87.6,148.1,synthetic
20,2009,29,2009-07-13,30.41,95.2,160.6,synthetic
20,2009,30,2009-07-20,30.81,86.6,129.2,synthetic
20,2009,31,2009-07-27,28.32,88.3,169.1,synthetic
20,2009,32,2009-08-03,29.91,75.7,156.2,synthetic
20,2009,33,2009-08-10,28.93,80.6,150.8,synthetic
20,2009,34,2009-08-17,27.5,72.0,122.5,synthetic
20,2009,35,2009-08-24,28.88,81.2,143.0,synthetic
20,2009,36,2009-08-31,26.28,74.9,134.8,synthetic
20,2009,37,2009-09-07,25.72,72.4,107.2,synthetic
20,2009,38,2009-09-14,24.66,72.2,120.8,synthetic
20,2009,39,2009-09-21,25.44,76.0,94.7,synthetic
20,2009,40,2009-09-28,25.08,69.3,96.5,synthetic
20,2009,41,2009-10-05,24.31,72.6,79.9,synthetic
20,2009,42,2009-10-12,22.76,66.9,55.1,synthetic
20,2009,43,2009-10-19,22.48,63.0,52.5,synthetic
20,2009,44,2009-10-26,23.19,67.2,23.3,synthetic
20,2009,45,2009-11-02,22.39,63.6,26.8,synthetic
20,2009,46,2009-11-09,21.96,59.1,0.0,synthetic
20,2009,47,2009-11-16,19.67,65.8,0.0,synthetic
20,2009,48,2009-11-23,21.23,63.1,9.9,synthetic
20,2009,49,2009-11-30,20.92,59.3,0.0,synthetic
20,2009,50,2009-12-07,19.75,65.8,0.0,synthetic
20,2009,51,2009-12-14,22.06,64.9,0.0,synthetic
20,2009,52,2009-12-21,19.8,65.8,0.0,synthetic
20,2009,53,2009-12-28,22.14,68.8,0.0,synthetic
20,2010,1,2010-01-04,20.78,67.6,0.0,synthetic
20,2010,2,2010-01-11,20.71,66.3,18.6,synthetic
20,2010,3,2010-01-18,22.74,68.2,4.3,synthetic
20,2010,4,2010-01-25,22.25,71.4,0.0,synthetic
20,2010,5,2010-02-01,22.2,70.8,3.2,synthetic
20,2010,6,2010-02-08,23.19,74.8,0.0,synthetic
20,2010,7,2010-02-15,24.15,75.8,0.0,synthetic
20,2010,8,2010-02-22,23.88,76.2,2.5,synthetic
20,2010,9,2010-03-01,27.53,78.6,5.2,synthetic
20,2010,10,2010-03-08,25.73,73.8,0.0,synthetic
20,2010,11,2010-03-15,28.26,88.9,6.3,synthetic
20,2010,12,2010-03-22,28.41,81.2,1.3,synthetic
20,2010,13,2010-03-29,28.29,84.4,6.0,synthetic
20,2010,14,2010-04-05,28.92,86.7,0.0,synthetic
20,2010,15,2010-04-12,28.43,85.4,13.9,synthetic
20,2010,16,2010-04-19,29.23,90.9,0.0,synthetic
20,2010,17,2010-04-26,29.35,87.7,32.9,synthetic
20,2010,18,2010-05-03,32.14,89.0,42.6,synthetic
20,2010,19,2010-05-10,29.77,89.8,50.9,synthetic
20,2010,20,2010-05-17,31.56,91.2,76.0,synthetic
20,2010,21,2010-05-24,31.55,89.2,76.0,synthetic
20,2010,22,2010-05-31,31.97,90.6,88.8,synthetic
20,2010,23,2010-06-07,32.22,93.0,97.1,synthetic
20,2010,24,2010-06-14,32.04,88.0,106.1,synthetic
20,2010,25,2010-06-21,31.78,88.4,128.9,synthetic
20,2010,26,2010-06-28,30.48,92.1,111.1,synthetic
20,2010,27,2010-07-05,31.39,87.5,139.1,synthetic
20,2010,28,2010-07-12,32.13,86.1,141.6,synthetic
20,2010,29,2010-07-19,30.79,85.1,153.6,synthetic
20,2010,30,2010-07-26,30.74,82.9,178.4,synthetic
20,2010,31,2010-08-02,30.3,79.8,168.6,synthetic
20,2010,32,2010-08-09,29.74,83.1,167.2,synthetic
20,2010,33,2010-08-16,28.72,81.8,151.5,synthetic
20,2010,34,2010-08-23,28.18,81.6,141.2,synthetic
20,2010,35,2010-08-30,27.25,79.4,133.5,synthetic
20,2010,36,2010-09-06,26.5,71.0,115.3,synthetic
20,2010,37,2010-09-13,26.86,72.6,135.0,synthetic
20,2010,38,2010-09-20,24.92,71.2,132.2,synthetic
20,2010,39,2010-09-27,24.69,65.9,122.2,synthetic
20,2010,40,2010-10-04,23.7,69.7,94.4,synthetic
20,2010,41,2010-10-11,23.5,68.8,88.2,synthetic
20,2010,42,2010-10-18,22.72,65.1,45.0,synthetic
20,2010,43,2010-10-25,23.1,65.3,55.8,synthetic
20,2010,44,2010-11-01,21.87,65.6,42.0,synthetic
20,2010,45,2010-11-08,21.22,61.4,4.2,synthetic
20,2010,46,2010-11-15,21.84,60.6,0.0,synthetic
20,2010,47,2010-11-22,22.1,65.1,0.0,synthetic
20,2010,48,2010-11-29,19.97,68.0,0.0,synthetic
20,2010,49,2010-12-06,20.56,67.3,0.0,synthetic
20,2010,50,2010-12-13,21.59,65.8,0.0,synthetic
20,2010,51,2010-12-20,20.69,66.4,32.5,synthetic
20,2010,52,2010-12-27,20.74,66.2,6.5,synthetic
20,2011,1,2011-01-03,21.69,66.6,0.0,synthetic
20,2011,2,2011-01-10,21.17,64.9,3.5,synthetic
20,2011,3,2011-01-17,20.34,71.7,0.0,synthetic
20,2011,4,2011-01-24,21.11,62.7,1.5,synthetic
20,2011,5,2011-01-31,23.93,71.3,0.0,synthetic
20,2011,6,2011-02-07,22.37,71.2,0.0,synthetic
20,2011,7,2011-02-14,24.77,72.3,9.0,synthetic
20,2011,8,2011-02-21,25.64,75.4,12.9,synthetic
20,2011,9,2011-02-28,24.99,81.9,0.0,synthetic
20,2011,10,2011-03-07,25.48,77.9,28.4,synthetic
20,2011,11,2011-03-14,26.62,83.0,12.8,synthetic
20,2011,12,2011-03-21,26.18,84.9,19.1,synthetic
20,2011,13,2011-03-28,26.87,86.0,0.0,synthetic
20,2011,14,2011-04-04,26.79,86.3,0.0,synthetic
20,2011,15,2011-04-11,29.36,88.8,0.8,synthetic
20,2011,16,2011-04-18,28.76,84.8,0.0,synthetic
20,2011,17,2011-04-25,30.5,90.0,0.4,synthetic
20,2011,18,2011-05-02,29.29,88.9,37.7,synthetic
20,2011,19,2011-05-09,30.78,94.1,46.1,synthetic
20,2011,20,2011-05-16,31.33,96.9,62.5,synthetic
20,2011,21,2011-05-23,31.79,92.3,92.8,synthetic
20,2011,22,2011-05-30,31.48,86.4,101.7,synthetic
20,2011,23,2011-06-06,30.88,97.6,114.7,synthetic
20,2011,24,2011-06-13,32.77,91.1,96.0,synthetic
20,2011,25,2011-06-20,31.56,92.6,154.7,synthetic
20,2011,26,2011-06-27,32.24,92.2,142.3,synthetic
20,2011,27,2011-07-04,31.65,87.0,125.5,synthetic
20,2011,28,2011-07-11,30.72,88.4,130.9,synthetic
20,2011,29,2011-07-18,31.52,83.4,131.0,synthetic
20,2011,30,2011-07-25,30.39,81.8,181.6,synthetic
20,2011,31,2011-08-01,30.02,82.1,162.8,synthetic
20,2011,32,2011-08-08,27.27,82.0,165.7,synthetic
20,2011,33,2011-08-15,28.22,83.6,149.7,synthetic
20,2011,34,2011-08-22,28.62,77.1,137.7,synthetic
20,2011,35,2011-08-29,27.78,72.8,124.7,synthetic
20,2011,36,2011-09-05,26.45,76.7,156.2,synthetic
20,2011,37,2011-09-12,28.01,70.3,139.0,synthetic
20,2011,38,2011-09-19,24.54,72.5,128.2,synthetic
20,2011,39,2011-09-26,24.92,70.6,106.4,synthetic
20,2011,40,2011-10-03,24.46,71.1,125.4,synthetic
20,2011,41,2011-10-10,23.57,65.6,72.3,synthetic
20,2011,42,2011-10-17,22.39,70.2,70.6,synthetic
20,2011,43,2011-10-24,21.75,68.0,34.8,synthetic
20,2011,44,2011-10-31,23.62,64.1,35.4,synthetic
20,2011,45,2011-11-07,21.52,67.4,2.1,synthetic
20,2011,46,2011-11-14,21.53,64.1,12.2,synthetic
20,2011,47,2011-11-21,20.59,62.6,0.0,synthetic
20,2011,48,2011-11-28,22.7,63.3,9.0,synthetic
20,2011,49,2011-12-05,20.43,67.1,0.0,synthetic
20,2011,50,2011-12-12,19.5,64.3,0.0,synthetic
20,2011,51,2011-12-19,19.24,55.8,0.0,synthetic
20,2011,52,2011-12-26,22.78,65.1,0.0,synthetic
20,2012,1,2012-01-02,20.89,64.8,0.0,synthetic
20,2012,2,2012-01-09,20.9,71.9,0.0,synthetic
20,2012,3,2012-01-16,22.84,69.3,0.0,synthetic
20,2012,4,2012-01-23,22.82,75.1,1.3,synthetic
20,2012,5,2012-01-30,22.25,72.5,0.0,synthetic
20,2012,6,2012-02-06,22.21,76.6,0.0,synthetic
20,2012,7,2012-02-13,21.96,73.8,0.0,synthetic
20,2012,8,2012-02-20,23.76,81.7,6.5,synthetic
20,2012,9,2012-02-27,26.22,79.0,0.0,synthetic
20,2012,10,2012-03-05,24.85,80.3,0.0,synthetic
20,2012,11,2012-03-12,24.59,80.9,0.0,synthetic
20,2012,12,2012-03-19,27.3,79.9,7.8,synthetic
20,2012,13,2012-03-26,28.55,82.5,0.0,synthetic
20,2012,14,2012-04-02,28.71,85.8,12.0,synthetic
20,2012,15,2012-04-09,27.66,91.9,4.7,synthetic
20,2012,16,2012-04-16,29.64,90.7,0.0,synthetic
20,2012,17,2012-04-23,29.89,90.0,19.1,synthetic
20,2012,18,2012-04-30,32.38,85.9,34.8,synthetic
20,2012,19,2012-05-07,30.51,96.2,69.0,synthetic
20,2012,20,2012-05-14,31.51,86.1,46.1,synthetic
20,2012,21,2012-05-21,30.72,93.7,75.1,synthetic
20,2012,22,2012-05-28,32.41,92.8,102.1,synthetic
20,2012,23,2012-06-04,32.39,86.1,102.7,synthetic
20,2012,24,2012-06-11,31.07,90.1,114.8,synthetic
20,2012,25,2012-06-18,32.1,96.3,109.1,synthetic
20,2012,26,2012-06-25,31.49,87.6,120.7,synthetic
20,2012,27,2012-07-02,30.18,87.5,142.6,synthetic
20,2012,28,2012-07-09,29.41,86.4,121.5,synthetic
20,2012,29,2012-07-16,30.74,89.8,144.5,synthetic
20,2012,30,2012-07-23,30.84,83.4,165.4,synthetic
20,2012,31,2012-07-30,30.31,79.6,151.8,synthetic
20,2012,32,2012-08-06,29.97,79.4,164.3,synthetic
20,2012,33,2012-08-13,27.94,78.0,162.0,synthetic
20,2012,34,2012-08-20,27.71,78.9,155.0,synthetic
20,2012,35,2012-08-27,26.36,74.8,132.6,synthetic
20,2012,36,2012-09-03,25.95,73.3,141.6,synthetic
20,2012,37,2012-09-10,24.94,76.1,122.1,synthetic
20,2012,38,2012-09-17,24.95,69.3,128.0,synthetic
20,2012,39,2012-09-24,23.92,77.4,112.6,synthetic
20,2012,40,2012-10-01,23.75,69.2,106.4,synthetic
20,2012,41,2012-10-08,23.03,69.7,52.2,synthetic
20,2012,42,2012-10-15,21.64,70.9,77.6,synthetic
20,2012,43,2012-10-22,22.64,64.6,39.4,synthetic
20,2012,44,2012-10-29,21.57,62.5,31.0,synthetic
20,2012,45,2012-11-05,21.66,66.3,2.2,synthetic
20,2012,46,2012-11-12,21.41,61.4,3.3,synthetic
20,2012,47,2012-11-19,21.28,66.0,0.0,synthetic
20,2012,48,2012-11-26,21.59,61.5,7.6,synthetic
20,2012,49,2012-12-03,21.28,62.3,0.0,synthetic
20,2012,50,2012-12-10,19.66,68.8,10.7,synthetic
20,2012,51,2012-12-17,19.58,67.8,23.1,synthetic
20,2012,52,2012-12-24,20.95,65.7,4.4,synthetic
20,2013,1,2012-12-31,19.9,65.9,8.7,synthetic
20,2013,2,2013-01-07,21.43,70.5,0.0,synthetic
20,2013,3,2013-01-14,22.19,69.1,0.0,synthetic
20,2013,4,2013-01-21,20.47,68.8,0.0,synthetic
20,2013,5,2013-01-28,22.32,75.8,2.3,synthetic
20,2013,6,2013-02-04,23.99,75.9,0.0,synthetic
20,2013,7,2013-02-11,24.12,77.8,4.8,synthetic
20,2013,8,2013-02-18,22.83,81.6,0.0,synthetic
20,2013,9,2013-02-25,25.45,82.3,9.3,synthetic
20,2013,10,2013-03-04,25.15,83.5,11.7,synthetic
20,2013,11,2013-03-11,26.42,78.8,10.6,synthetic
20,2013,12,2013-03-18,27.63,88.1,1.2,synthetic
20,2013,13,2013-03-25,27.14,82.9,0.0,synthetic
20,2013,14,2013-04-01,28.93,86.9,19.6,synthetic
20,2013,15,2013-04-08,28.09,86.9,1.5,synthetic
20,2013,16,2013-04-15,29.89,85.7,0.0,synthetic
20,2013,17,2013-04-22,28.95,88.1,22.8,synthetic
20,2013,18,2013-04-29,31.2,97.3,29.1,synthetic
20,2013,19,2013-05-06,29.63,94.4,41.3,synthetic
20,2013,20,2013-05-13,31.59,90.5,52.1,synthetic
20,2013,21,2013-05-20,32.93,94.5,92.0,synthetic
20,2013,22,2013-05-27,32.27,95.0,75.2,synthetic
20,2013,23,2013-06-03,34.4,90.1,114.1,synthetic
20,2013,24,2013-06-10,31.17,98.0,123.1,synthetic
20,2013,25,2013-06-17,32.03,92.3,115.1,synthetic
20,2013,26,2013-06-24,31.19,87.5,132.2,synthetic
20,2013,27,2013-07-01,31.31,87.9,147.0,synthetic
20,2013,28,2013-07-08,32.24,91.1,135.4,synthetic
20,2013,29,2013-07-15,30.36,88.4,151.0,synthetic
20,2013,30,2013-07-22,29.88,86.6,147.7,synthetic
20,2013,31,2013-07-29,30.12,84.5,143.1,synthetic
20,2013,32,2013-08-05,29.69,82.4,155.7,synthetic
20,2013,33,2013-08-12,28.95,79.9,159.4,synthetic
20,2013,34,2013-08-19,27.74,80.6,148.9,synthetic
20,2013,35,2013-08-26,26.94,75.4,126.3,synthetic
20,2013,36,2013-09-02,26.57,78.1,125.2,synthetic
20,2013,37,2013-09-09,24.37,74.3,143.7,synthetic
20,2013,38,2013-09-16,25.55,72.9,115.7,synthetic
20,2013,39,2013-09-23,25.0,70.3,107.7,synthetic
20,2013,40,2013-09-30,23.76,70.5,86.7,synthetic
20,2013,41,2013-10-07,22.5,68.4,87.4,synthetic
20,2013,42,2013-10-14,21.51,67.8,77.6,synthetic
20,2013,43,2013-10-21,22.48,69.9,43.2,synthetic
20,2013,44,2013-10-28,21.56,69.2,39.3,synthetic
20,2013,45,2013-11-04,21.22,61.8,4.8,synthetic
20,2013,46,2013-11-11,21.27,67.1,16.6,synthetic
20,2013,47,2013-11-18,19.47,63.3,0.0,synthetic
20,2013,48,2013-11-25,22.75,73.2,0.0,synthetic
20,2013,49,2013-12-02,20.62,62.9,0.0,synthetic
20,2013,50,2013-12-09,21.29,63.8,4.5,synthetic
20,2013,51,2013-12-16,20.52,65.9,12.1,synthetic
20,2013,52,2013-12-23,21.2,66.7,0.0,synthetic
20,2014,1,2013-12-30,21.23,67.0,0.0,synthetic
20,2014,2,2014-01-06,21.32,67.4,2.9,synthetic
20,2014,3,2014-01-13,22.47,66.5,15.3,synthetic
20,2014,4,2014-01-20,22.43,71.9,0.0,synthetic
20,2014,5,2014-01-27,22.88,75.3,17.4,synthetic
20,2014,6,2014-02-03,24.73,76.1,0.0,synthetic
20,2014,7,2014-02-10,24.67,77.8,0.0,synthetic
20,2014,8,2014-02-17,24.07,77.5,23.5,synthetic
20,2014,9,2014-02-24,25.45,78.0,8.1,synthetic
20,2014,10,2014-03-03,26.35,78.6,11.5,synthetic
20,2014,11,2014-03-10,25.74,80.1,0.0,synthetic
20,2014,12,2014-03-17,27.88,86.4,0.0,synthetic
20,2014,13,2014-03-24,26.91,91.6,0.0,synthetic
20,2014,14,2014-03-31,26.83,85.2,8.4,synthetic
20,2014,15,2014-04-07,29.89,91.2,0.0,synthetic
20,2014,16,2014-04-14,29.82,88.6,22.9,synthetic
20,2014,17,2014-04-21,29.08,86.7,19.7,synthetic
20,2014,18,2014-04-28,30.88,93.9,18.4,synthetic
20,2014,19,2014-05-05,31.16,94.0,48.4,synthetic
20,2014,20,2014-05-12,32.03,90.5,78.5,synthetic
20,2014,21,2014-05-19,30.3,93.4,87.7,synthetic
20,2014,22,2014-05-26,30.35,87.6,74.6,synthetic
20,2014,23,2014-06-02,33.57,91.5,107.2,synthetic
20,2014,24,2014-06-09,30.74,87.1,138.6,synthetic
20,2014,25,2014-06-16,31.86,91.8,146.7,synthetic
20,2014,26,2014-06-23,31.31,91.0,136.0,synthetic
20,2014,27,2014-06-30,32.66,85.6,136.7,synthetic
20,2014,28,2014-07-07,30.38,91.5,163.0,synthetic
20,2014,29,2014-07-14,29.17,89.4,157.8,synthetic
20,2014,30,2014-07-21,29.82,84.5,183.0,synthetic
20,2014,31,2014-07-28,30.6,88.7,141.5,synthetic
20,2014,32,2014-08-04,29.6,79.5,147.5,synthetic
20,2014,33,2014-08-11,28.97,82.9,151.4,synthetic
20,2014,34,2014-08-18,27.87,75.6,147.7,synthetic
20,2014,35,2014-08-25,27.71,76.8,129.6,synthetic
20,2014,36,2014-09-01,25.07,74.2,126.9,synthetic
20,2014,37,2014-09-08,25.61,73.2,146.5,synthetic
20,2014,38,2014-09-15,25.24,76.2,95.9,synthetic
20,2014,39,2014-09-22,24.09,69.1,90.9,synthetic
20,2014,40,2014-09-29,22.62,66.4,90.4,synthetic
20,2014,41,2014-10-06,24.56,69.8,83.7,synthetic
20,2014,42,2014-10-13,23.72,69.4,53.1,synthetic
20,2014,43,2014-10-20,23.08,67.1,46.2,synthetic
20,2014,44,2014-10-27,22.07,58.1,52.9,synthetic
20,2014,45,2014-11-03,22.63,70.8,36.0,synthetic
20,2014,46,2014-11-10,21.28,57.4,0.0,synthetic
20,2014,47,2014-11-17,20.99,62.0,2.0,synthetic
20,2014,48,2014-11-24,20.31,62.5,0.0,synthetic
20,2014,49,2014-12-01,20.45,67.4,0.0,synthetic
20,2014,50,2014-12-08,22.02,65.9,5.2,synthetic
20,2014,51,2014-12-15,21.4,63.3,24.0,synthetic
20,2014,52,2014-12-22,20.8,68.4,18.0,synthetic
20,2015,1,2014-12-29,22.25,64.1,0.0,synthetic
20,2015,2,2015-01-05,21.32,73.8,0.0,synthetic
20,2015,3,2015-01-12,21.16,71.8,20.4,synthetic
20,2015,4,2015-01-19,23.95,72.2,0.0,synthetic
20,2015,5,2015-01-26,24.03,71.4,12.2,synthetic
20,2015,6,2015-02-02,22.84,76.0,22.3,synthetic
20,2015,7,2015-02-09,23.42,78.7,4.2,synthetic
20,2015,8,2015-02-16,24.29,78.7,0.0,synthetic
20,2015,9,2015-02-23,24.9,78.3,0.0,synthetic
20,2015,10,2015-03-02,25.99,81.6,7.2,synthetic
20,2015,11,2015-03-09,26.28,85.5,0.0,synthetic
20,2015,12,2015-03-16,26.55,86.0,0.0,synthetic
20,2015,13,2015-03-23,28.38,84.1,0.0,synthetic
20,2015,14,2015-03-30,27.43,86.5,0.0,synthetic
20,2015,15,2015-04-06,30.24,87.6,0.0,synthetic
20,2015,16,2015-04-13,29.44,88.6,0.0,synthetic
20,2015,17,2015-04-20,30.4,88.5,31.9,synthetic
20,2015,18,2015-04-27,30.74,92.2,37.1,synthetic
20,2015,19,2015-05-04,30.41,92.3,33.4,synthetic
20,2015,20,2015-05-11,30.27,89.6,55.3,synthetic
20,2015,21,2015-05-18,31.22,91.2,76.0,synthetic
20,2015,22,2015-05-25,31.99,96.4,88.5,synthetic
20,2015,23,2015-06-01,31.56,94.8,94.7,synthetic
20,2015,24,2015-06-08,31.94,94.5,119.6,synthetic
20,2015,25,2015-06-15,30.93,90.9,137.1,synthetic
20,2015,26,2015-06-22,32.14,86.6,142.5,synthetic
20,2015,27,2015-06-29,31.94,83.4,148.2,synthetic
20,2015,28,2015-07-06,30.93,89.3,163.3,synthetic
20,2015,29,2015-07-13,31.28,83.5,154.9,synthetic
20,2015,30,2015-07-20,29.23,83.2,155.2,synthetic
20,2015,31,2015-07-27,29.54,83.4,155.7,synthetic
20,2015,32,2015-08-03,28.5,79.3,145.4,synthetic
20,2015,33,2015-08-10,27.99,83.4,148.0,synthetic
20,2015,34,2015-08-17,27.62,77.7,140.7,synthetic
20,2015,35,2015-08-24,26.24,83.1,143.6,synthetic
20,2015,36,2015-08-31,27.72,73.6,143.2,synthetic
20,2015,37,2015-09-07,26.44,70.9,103.1,synthetic
20,2015,38,2015-09-14,25.43,72.3,98.2,synthetic
20,2015,39,2015-09-21,24.71,72.9,97.8,synthetic
20,2015,40,2015-09-28,23.18,70.5,93.2,synthetic
20,2015,41,2015-10-05,23.06,67.1,85.4,synthetic
20,2015,42,2015-10-12,22.79,59.7,66.9,synthetic
20,2015,43,2015-10-19,21.9,67.6,58.8,synthetic
20,2015,44,2015-10-26,21.52,63.6,44.0,synthetic
20,2015,45,2015-11-02,20.05,70.9,3.5,synthetic
20,2015,46,2015-11-09,22.35,65.6,17.0,synthetic
20,2015,47,2015-11-16,21.54,62.2,0.0,synthetic
20,2015,48,2015-11-23,20.16,63.0,0.0,synthetic
20,2015,49,2015-11-30,20.26,63.6,0.0,synthetic
20,2015,50,2015-12-07,20.24,67.1,8.2,synthetic
20,2015,51,2015-12-14,20.97,63.0,0.0,synthetic
20,2015,52,2015-12-21,20.92,69.1,11.7,synthetic
20,2015,53,2015-12-28,21.18,69.3,3.6,synthetic
20,2016,1,2016-01-04,22.46,64.1,0.0,synthetic
20,2016,2,2016-01-11,22.88,61.5,8.1,synthetic
20,2016,3,2016-01-18,20.88,71.9,0.0,synthetic
20,2016,4,2016-01-25,22.63,73.6,0.0,synthetic
20,2016,5,2016-02-01,23.12,69.8,5.1,synthetic
20,2016,6,2016-02-08,23.15,77.4,0.0,synthetic
20,2016,7,2016-02-15,24.91,80.6,0.0,synthetic
20,2016,8,2016-02-22,24.71,73.1,0.0,synthetic
20,2016,9,2016-02-29,24.39,79.2,0.0,synthetic
20,2016,10,2016-03-07,25.67,77.7,9.9,synthetic
20,2016,11,2016-03-14,26.46,83.6,11.2,synthetic
20,2016,12,2016-03-21,27.57,82.8,0.0,synthetic
20,2016,13,2016-03-28,27.95,84.7,11.8,synthetic
20,2016,14,2016-04-04,28.65,86.6,0.0,synthetic
20,2016,15,2016-04-11,27.91,88.0,0.0,synthetic
20,2016,16,2016-04-18,29.01,90.9,0.0,synthetic
20,2016,17,2016-04-25,31.23,90.5,22.3,synthetic
20,2016,18,2016-05-02,30.22,90.8,27.9,synthetic
20,2016,19,2016-05-09,31.67,92.6,49.5,synthetic
20,2016,20,2016-05-16,31.21,93.2,56.8,synthetic
20,2016,21,2016-05-23,30.52,93.0,64.0,synthetic
20,2016,22,2016-05-30,31.26,94.9,79.2,synthetic
20,2016,23,2016-06-06,30.36,84.5,92.2,synthetic
20,2016,24,2016-06-13,31.52,93.5,100.1,synthetic
20,2016,25,2016-06-20,31.57,91.7,113.4,synthetic
20,2016,26,2016-06-27,32.66,89.4,114.7,synthetic
20,2016,27,2016-07-04,31.89,85.8,137.9,synthetic
20,2016,28,2016-07-11,31.13,87.1,163.0,synthetic
20,2016,29,2016-07-18,31.17,85.1,142.3,synthetic
20,2016,30,2016-07-25,29.44,78.8,152.7,synthetic
20,2016,31,2016-08-01,29.16,82.8,143.3,synthetic
20,2016,32,2016-08-08,30.47,78.1,154.2,synthetic
20,2016,33,2016-08-15,28.24,77.3,180.2,synthetic
20,2016,34,2016-08-22,28.68,86.0,153.1,synthetic
20,2016,35,2016-08-29,28.25,79.6,153.4,synthetic
20,2016,36,2016-09-05,27.32,73.1,146.3,synthetic
20,2016,37,2016-09-12,26.11,72.9,125.6,synthetic
20,2016,38,2016-09-19,26.6,73.1,124.0,synthetic
20,2016,39,2016-09-26,25.51,73.2,126.5,synthetic
20,2016,40,2016-10-03,23.34,72.7,63.3,synthetic
20,2016,41,2016-10-10,24.03,74.7,79.5,synthetic
20,2016,42,2016-10-17,22.2,63.0,48.7,synthetic
20,2016,43,2016-10-24,22.59,64.7,35.5,synthetic
20,2016,44,2016-10-31,21.33,64.8,0.0,synthetic
20,2016,45,2016-11-07,21.6,64.7,3.5,synthetic
20,2016,46,2016-11-14,21.01,68.4,0.0,synthetic
20,2016,47,2016-11-21,20.9,61.8,3.1,synthetic
20,2016,48,2016-11-28,20.34,63.9,6.0,synthetic
20,2016,49,2016-12-05,20.85,66.3,0.0,synthetic
20,2016,50,2016-12-12,21.12,58.6,0.0,synthetic
20,2016,51,2016-12-19,20.48,67.6,2.1,synthetic
20,2016,52,2016-12-26,21.38,65.0,5.5,synthetic
20,2017,1,2017-01-02,20.12,69.0,0.0,synthetic
20,2017,2,2017-01-09,20.48,64.8,0.0,synthetic
20,2017,3,2017-01-16,22.05,70.5,0.0,synthetic
20,2017,4,2017-01-23,23.75,67.5,0.0,synthetic
20,2017,5,2017-01-30,21.71,73.4,9.9,synthetic
20,2017,6,2017-02-06,22.34,76.0,14.4,synthetic
20,2017,7,2017-02-13,23.79,74.4,15.3,synthetic
20,2017,8,2017-02-20,24.49,71.6,16.3,synthetic
20,2017,9,2017-02-27,24.71,78.4,3.2,synthetic
20,2017,10,2017-03-06,26.22,86.6,14.4,synthetic
20,2017,11,2017-03-13,28.33,81.5,0.0,synthetic
20,2017,12,2017-03-20,27.81,82.6,12.8,synthetic
20,2017,13,2017-03-27,28.87,80.9,0.0,synthetic
20,2017,14,2017-04-03,28.66,83.4,0.0,synthetic
20,2017,15,2017-04-10,28.72,92.4,0.0,synthetic
20,2017,16,2017-04-17,28.69,88.8,9.8,synthetic
20,2017,17,2017-04-24,30.32,92.9,34.4,synthetic
20,2017,18,2017-05-01,30.77,93.6,43.2,synthetic
20,2017,19,2017-05-08,30.06,93.6,54.2,synthetic
20,2017,20,2017-05-15,30.58,85.9,46.9,synthetic
20,2017,21,2017-05-22,31.96,89.0,59.3,synthetic
20,2017,22,2017-05-29,31.17,93.8,111.0,synthetic
20,2017,23,2017-06-05,31.37,93.2,103.9,synthetic
20,2017,24,2017-06-12,30.59,91.5,121.5,synthetic
20,2017,25,2017-06-19,32.03,94.1,137.9,synthetic
20,2017,26,2017-06-26,32.88,90.8,127.1,synthetic
20,2017,27,2017-07-03,30.78,87.5,142.7,synthetic
20,2017,28,2017-07-10,31.4,89.7,161.2,synthetic
20,2017,29,2017-07-17,30.52,83.9,164.7,synthetic
20,2017,30,2017-07-24,30.37,84.1,144.6,synthetic
20,2017,31,2017-07-31,29.71,79.0,167.9,synthetic
20,2017,32,2017-08-07,28.98,86.3,144.8,synthetic
20,2017,33,2017-08-14,28.93,79.3,164.0,synthetic
20,2017,34,2017-08-21,28.64,78.7,106.6,synthetic
20,2017,35,2017-08-28,27.34,76.3,134.1,synthetic
20,2017,36,2017-09-04,27.53,73.3,139.1,synthetic
20,2017,37,2017-09-11,26.32,74.6,139.3,synthetic
20,2017,38,2017-09-18,26.4,70.0,106.7,synthetic
20,2017,39,2017-09-25,25.87,69.1,99.7,synthetic
20,2017,40,2017-10-02,24.76,69.4,74.2,synthetic
20,2017,41,2017-10-09,22.49,61.8,58.8,synthetic
20,2017,42,2017-10-16,24.7,63.6,59.8,synthetic
20,2017,43,2017-10-23,23.71,64.6,59.0,synthetic
20,2017,44,2017-10-30,23.28,60.9,23.9,synthetic
20,2017,45,2017-11-06,23.19,63.8,18.4,synthetic
20,2017,46,2017-11-13,21.22,64.6,5.5,synthetic
20,2017,47,2017-11-20,21.78,63.4,1.8,synthetic
20,2017,48,2017-11-27,20.91,65.5,0.0,synthetic
20,2017,49,2017-12-04,20.09,64.1,0.0,synthetic
20,2017,50,2017-12-11,21.13,61.9,0.0,synthetic
20,2017,51,2017-12-18,19.99,66.5,0.0,synthetic
20,2017,52,2017-12-25,20.58,69.9,0.0,synthetic
20,2018,1,2018-01-01,21.55,64.4,0.0,synthetic
20,2018,2,2018-01-08,21.08,65.9,0.0,synthetic
20,2018,3,2018-01-15,21.92,70.0,8.3,synthetic
20,2018,4,2018-01-22,21.03,69.9,0.0,synthetic
20,2018,5,2018-01-29,23.86,71.8,9.4,synthetic
20,2018,6,2018-02-05,23.86,72.0,26.9,synthetic
