id,name,type,district_id,district,lat,lon,beds,dengue_beds,phone,email,dist_from_center_km
175,Nilphamari Upazila Health Complex 1,Upazila Health Complex,47,Nilphamari,26.09258,88.86618,41,10,+8801861666012,contact.nilphamari175@hospital.gov.bd,12.33
176,Nilphamari Upazila Health Complex 2,Upazila Health Complex,47,Nilphamari,26.1069,89.16579,33,8,+8801892363645,contact.nilphamari176@hospital.gov.bd,26.4
177,Nilphamari Upazila Health Complex 3,Upazila Health Complex,47,Nilphamari,25.99234,88.95472,47,11,+8801827766385,contact.nilphamari177@hospital.gov.bd,2.47
178,Noakhali District Sadar Hospital,District Hospital,48,Noakhali,22.6557,91.12437,112,28,+8801820123806,contact.noakhali178@hospital.gov.bd,1.64
179,Noakhali Upazila Health Complex 1,Upazila Health Complex,48,Noakhali,22.76458,91.25259,40,10,+8801830284264,contact.noakhali179@hospital.gov.bd,16.6
180,Noakhali Upazila Health Complex 2,Upazila Health Complex,48,Noakhali,22.56039,91.16758,44,11,+8801886522356,contact.noakhali180@hospital.gov.bd,12.9
181,Pabna District Sadar Hospital,District Hospital,49,Pabna,24.12626,89.36994,103,25,+8801835850121,contact.pabna181@hospital.gov.bd,1.1
182,Pabna Upazila Health Complex 1,Upazila Health Complex,49,Pabna,24.09006,89.50864,38,9,+8801829735806,contact.pabna182@hospital.gov.bd,13.73
183,Pabna Upazila Health Complex 2,Upazila Health Complex,49,Pabna,24.01636,89.40163,39,9,+8801815421357,contact.pabna183@hospital.gov.bd,11.67
184,Pabna Upazila Health Complex 3,Upazila Health Complex,49,Pabna,24.19991,89.40828,38,9,+8801875169406,contact.pabna184@hospital.gov.bd,9.55
185,Panchagarh District Sadar Hospital,District Hospital,50,Panchagarh,26.32671,88.5507,142,35,+8801840159922,contact.panchagarh185@hospital.gov.bd,1.8
186,Panchagarh Upazila Health Complex 1,Upazila Health Complex,50,Panchagarh,26.45832,88.82882,40,10,+8801894880358,contact.panchagarh186@hospital.gov.bd,31.26
187,Panchagarh Upazila Health Complex 2,Upazila Health Complex,50,Panchagarh,26.32056,88.58645,40,10,+8801830432103,contact.panchagarh187@hospital.gov.bd,2.75
188,Panchagarh Upazila Health Complex 3,Upazila Health Complex,50,Panchagarh,26.29804,88.44303,32,8,+8801844338433,contact.panchagarh188@hospital.gov.bd,11.8
189,Patuakhali District Sadar Hospital,District Hospital,51,Patuakhali,22.0864,90.407,121,30,+8801850463291,contact.patuakhali189@hospital.gov.bd,2.61
190,Patuakhali Upazila Health Complex 1,Upazila Health Complex,51,Patuakhali,22.09099,90.42253,39,9,+8801813260006,contact.patuakhali190@hospital.gov.bd,3.23
191,Patuakhali Upazila Health Complex 2,Upazila Health Complex,51,Patuakhali,22.06776,90.45687,39,9,+8801817614563,contact.patuakhali191@hospital.gov.bd,7.62
192,Patuakhali Upazila Health Complex 3,Upazila Health Complex,51,Patuakhali,22.06454,90.27409,49,12,+8801861652258,contact.patuakhali192@hospital.gov.bd,13.55
193,Pirojpur District Sadar Hospital,District Hospital,52,Pirojpur,22.54458,90.01262,142,35,+8801849278329,contact.pirojpur193@hospital.gov.bd,0.68
194,Pirojpur Upazila Health Complex 1,Upazila Health Complex,52,Pirojpur,22.35839,89.89149,45,11,+8801826249341,contact.pirojpur194@hospital.gov.bd,24.84
195,Pirojpur Upazila Health Complex 2,Upazila Health Complex,52,Pirojpur,22.85375,90.13063,45,11,+8801861221578,contact.pirojpur195@hospital.gov.bd,35.78
196,Pirojpur Upazila Health Complex 3,Upazila Health Complex,52,Pirojpur,22.63531,90.26284,42,10,+8801838462715,contact.pirojpur196@hospital.gov.bd,27.07
197,Rajbari District Sadar Hospital,District Hospital,53,Rajbari,23.69922,89.57304,130,32,+8801825603257,contact.rajbari197@hospital.gov.bd,1.32
198,Rajbari Upazila Health Complex 1,Upazila Health Complex,53,Rajbari,23.92271,89.76812,45,11,+8801870931472,contact.rajbari198@hospital.gov.bd,33.09
199,Rajbari Upazila Health Complex 2,Upazila Health Complex,53,Rajbari,23.77392,89.3197,38,9,+8801863864238,contact.rajbari199@hospital.gov.bd,26.39
200,Rajshahi District Sadar Hospital,District Hospital,54,Rajshahi,24.49014,88.68469,250,62,+8801839548487,contact.rajshahi200@hospital.gov.bd,2.63
201,Rajshahi Medical College Hospital,Medical College Hospital,54,Rajshahi,24.47302,88.70014,591,147,+8801892241181,contact.rajshahi201@hospital.gov.bd,2.67
202,Rajshahi Upazila Health Complex 1,Upazila Health Complex,54,Rajshahi,24.45427,88.43291,44,11,+8801853529687,contact.rajshahi202@hospital.gov.bd,28.42
203,Rajshahi Upazila Health Complex 2,Upazila Health Complex,54,Rajshahi,24.52566,88.84342,31,8,+8801848629713,contact.rajshahi203@hospital.gov.bd,13.91
204,Rajshahi Upazila Health Complex 3,Upazila Health Complex,54,Rajshahi,24.49797,88.49376,41,10,+8801897496428,contact.rajshahi204@hospital.gov.bd,21.89
205,Rangamati District Sadar Hospital,District Hospital,55,Rangamati,22.82543,92.31262,160,40,+8801879592115,contact.rangamati205@hospital.gov.bd,3.08
206,Rangamati Upazila Health Complex 1,Upazila Health Complex,55,Rangamati,22.643,92.37833,36,9,+8801824319880,contact.rangamati206@hospital.gov.bd,20.48
207,Rangamati Upazila Health Complex 2,Upazila Health Complex,55,Rangamati,22.7866,92.33388,47,11,+8801855276071,contact.rangamati207@hospital.gov.bd,4.28
208,Rangpur District Sadar Hospital,District Hospital,56,Rangpur,25.61097,89.24698,121,30,+8801830420858,contact.rangpur208@hospital.gov.bd,2.78
209,Rangpur Upazila Health Complex 1,Upazila Health Complex,56,Rangpur,25.77003,89.304,31,8,+8801843130519,contact.rangpur209@hospital.gov.bd,19.57
210,Rangpur Upazila Health Complex 2,Upazila Health Complex,56,Rangpur,25.78454,89.21256,47,11,+8801878330254,contact.rangpur210@hospital.gov.bd,19.26
211,Rangpur Upazila Health Complex 3,Upazila Health Complex,56,Rangpur,25.57646,89.23034,35,8,+8801887466012,contact.rangpur211@hospital.gov.bd,4.04
212,Satkhira District Sadar Hospital,District Hospital,57,Satkhira,22.22572,89.16219,116,29,+8801837502041,contact.satkhira212@hospital.gov.bd,3.81
213,Satkhira Upazila Health Complex 1,Upazila Health Complex,57,Satkhira,22.25539,89.2482,41,10,+8801822815183,contact.satkhira213@hospital.gov.bd,11.27
214,Satkhira Upazila Health Complex 2,Upazila Health Complex,57,Satkhira,22.16665,89.27342,48,12,+8801893841251,contact.satkhira214@hospital.gov.bd,11.68
215,Satkhira Upazila Health Complex 3,Upazila Health Complex,57,Satkhira,22.20614,89.34971,38,9,+8801852276829,contact.satkhira215@hospital.gov.bd,19.27
216,Shariatpur District Sadar Hospital,District Hospital,58,Shariatpur,23.25082,90.40341,152,38,+8801890837528,contact.shariatpur216@hospital.gov.bd,3.89
217,Shariatpur Upazila Health Complex 1,Upazila Health Complex,58,Shariatpur,23.16497,90.51231,33,8,+8801839450870,contact.shariatpur217@hospital.gov.bd,10.77
218,Shariatpur Upazila Health Complex 2,Upazila Health Complex,58,Shariatpur,23.39589,90.24381,34,8,+8801891542499,contact.shariatpur218@hospital.gov.bd,26.81
219,Sherpur District Sadar Hospital,District Hospital,59,Sherpur,25.07932,90.07439,142,35,+8801865997503,contact.sherpur219@hospital.gov.bd,1.66
220,Sherpur Upazila Health Complex 1,Upazila Health Complex,59,Sherpur,25.0268,89.90846,39,9,+8801842469983,contact.sherpur220@hospital.gov.bd,18.77
221,Sherpur Upazila Health Complex 2,Upazila Health Complex,59,Sherpur,25.11582,90.12563,46,11,+8801816992797,contact.sherpur221@hospital.gov.bd,6.23
222,Sherpur Upazila Health Complex 3,Upazila Health Complex,59,Sherpur,25.04727,89.90419,41,10,+8801836948500,contact.sherpur222@hospital.gov.bd,18.72
223,Sirajganj District Sadar Hospital,District Hospital,60,Sirajganj,24.4129,89.51524,137,34,+8801893470492,contact.sirajganj223@hospital.gov.bd,3.19
224,Sirajganj Upazila Health Complex 1,Upazila Health Complex,60,Sirajganj,24.40921,89.58772,43,10,+8801849762960,contact.sirajganj224@hospital.gov.bd,4.58
225,Sirajganj Upazila Health Complex 2,Upazila Health Complex,60,Sirajganj,24.49838,89.54946,38,9,+8801822139340,contact.sirajganj225@hospital.gov.bd,8.44
226,Sirajganj Upazila Health Complex 3,Upazila Health Complex,60,Sirajganj,24.47358,89.59195,38,9,+8801860556466,contact.sirajganj226@hospital.gov.bd,7.41
227,Sunamganj District Sadar Hospital,District Hospital,61,Sunamganj,24.89257,91.37604,117,29,+8801871436763,contact.sunamganj227@hospital.gov.bd,0.53
228,Sunamganj Upazila Health Complex 1,Upazila Health Complex,61,Sunamganj,25.09255,91.38546,35,8,+8801879267913,contact.sunamganj228@hospital.gov.bd,21.84
229,Sunamganj Upazila Health Complex 2,Upazila Health Complex,61,Sunamganj,24.69139,91.33918,40,10,+8801824780800,contact.sunamganj229@hospital.gov.bd,23.06
230,Sunamganj Upazila Health Complex 3,Upazila Health Complex,61,Sunamganj,24.81026,91.38398,36,9,+8801868130668,contact.sunamganj230@hospital.gov.bd,9.65
231,Sylhet District Sadar Hospital,District Hospital,62,Sylhet,24.91135,91.99165,250,62,+8801886648593,contact.sylhet231@hospital.gov.bd,1.48
232,Sylhet Medical College Hospital,Medical College Hospital,62,Sylhet,24.8817,91.96303,870,217,+8801830735922,contact.sylhet232@hospital.gov.bd,3.64
233,Sylhet Upazila Health Complex 1,Upazila Health Complex,62,Sylhet,25.00605,91.8392,48,12,+8801837282125,contact.sylhet233@hospital.gov.bd,17.39
234,Sylhet Upazila Health Complex 2,Upazila Health Complex,62,Sylhet,24.90838,91.85953,41,10,+8801826992348,contact.sylhet234@hospital.gov.bd,11.85
235,Tangail District Sadar Hospital,District Hospital,63,Tangail,24.31968,89.98417,144,36,+8801880138114,contact.tangail235@hospital.gov.bd,2.49
236,Tangail Upazila Health Complex 1,Upazila Health Complex,63,Tangail,24.31907,89.77749,39,9,+8801834732154,contact.tangail236@hospital.gov.bd,21.71
237,Tangail Upazila Health Complex 2,Upazila Health Complex,63,Tangail,24.43717,90.05707,42,10,+8801893103855,contact.tangail237@hospital.gov.bd,12.61
238,Thakurgaon District Sadar Hospital,District Hospital,64,Thakurgaon,25.96126,88.34407,128,32,+8801884399944,contact.thakurgaon238@hospital.gov.bd,2.0
239,Thakurgaon Upazila Health Complex 1,Upazila Health Complex,64,Thakurgaon,26.14374,88.38803,44,11,+8801829934227,contact.thakurgaon239@hospital.gov.bd,19.51
240,Thakurgaon Upazila Health Complex 2,Upazila Health Complex,64,Thakurgaon,25.91242,88.47419,41,10,+8801862737605,contact.thakurgaon240@hospital.gov.bd,12.95
